phos_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_001339615.1_S914s _1_1_914_914,2.8571999999999997,-2.5883000000000003,-2.1221,1.8298,-1.4950999999999999,2.2344999999999997,-1.4670999999999998,-0.5836999999999999,-0.19220000000000004,2.9595000000000002,-0.13880000000000003,1.9133,-0.0615,-1.166,-0.27380000000000004,-0.7193,-2.6896999999999998,1.3568,3.8856999999999995,-1.435,0.5453000000000001,0.6800999999999999,-1.9473,-1.5284,0.3221,0.22310000000000008,0.3536999999999999,1.3951,0.482,0.554,-0.21199999999999997,0.0749,-0.9533999999999999,0.36329999999999996,-2.5728,-0.1665000000000001,0.058599999999999985,-0.037899999999999934,0.23350000000000004,-0.8091,-1.0045000000000002,-0.6523999999999999,-1.8332,-0.8785999999999999,-1.2356,0.6402999999999999,-1.8405999999999998,1.8222,-0.3731000000000002,-1.9461000000000002,-2.5939,-1.5729,-0.8493999999999999,1.1994,-0.0414000000000001,-3.0448,-1.8166,-1.1844000000000001,-1.8246999999999998,1.901,-0.8105,-1.2234,-0.4804999999999999,1.7244,-0.5957,0.8058000000000001,1.6349,-0.22709999999999997,4.215,1.2981,-1.0417,-1.4154,-1.0133999999999999,-1.6877,-3.5226,0.6502,1.2334,1.3937,1.4078,0.06489999999999996,-1.1262,-0.3117000000000001,-0.7928000000000002,-1.017,1.6074,0.12980000000000003,1.6486,-0.7405,-3.2214,-1.2345000000000002,-0.5944,-1.2953,1.9657,0.8719999999999999,1.0673,0.542,-0.5603,0.1773,0.29180000000000006,-1.4903,-3.0650000000000004
NP_001339615.1_S918s _1_1_918_918,-0.2561,-2.9981999999999998,-3.8323,-1.1507999999999998,-1.3353000000000002,0.3186,-1.2203,-0.6498,-2.9349,1.5797999999999999,-1.59,-1.6204,-1.4642,-2.0412,-1.5747,-1.8540999999999999,-1.4786,-1.1238000000000001,-2.0305,-1.5544,NA,NA,NA,NA,-2.9943,-1.4185,0.25049999999999994,-2.4876,-1.1889,1.1901,-0.7801,-0.43610000000000004,NA,NA,NA,-1.7513,-1.7419,0.4073,-1.3311000000000002,-1.4874999999999998,0.16080000000000003,0.0548,-2.2208,NA,NA,NA,NA,-2.3991,0.1225,-3.7598000000000003,-2.3715,-2.2878,-1.3984,-0.2495,-2.1509,-2.2229,-4.3985,-4.2965,-4.0495,-1.1053,-1.6064999999999998,-3.1343,-2.0260000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44719999999999993,-0.4788,-1.6772,-2.2633,-1.8108,-1.0531,-1.0633000000000001,-1.5592000000000001,-1.5936,-3.347,0.9844,-2.0721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8614,-1.2674,-1.9922,-3.8575999999999997
NP_001339615.1_S973s _1_0_956_973,4.0172,NA,9.938799999999999,1.7251,-2.1129,1.8024000000000002,-0.28600000000000003,0.6354000000000001,0.49470000000000003,-0.5447000000000001,-0.3459,-0.3948,-0.416,-1.309,-0.23770000000000002,-0.8049000000000001,-1.2829,4.3719,0.4053,-1.1842,0.1587,0.3066,-0.5938,-0.2177,-1.5089,1.1788,0.047900000000000054,-2.0792,-0.31079999999999997,-1.855,-0.1278,2.0929,-1.7559000000000002,-1.3184,-0.8537,-1.839,-1.6871,-1.4996,-1.1305,-0.07940000000000003,1.9449999999999998,1.0966,0.5513,-0.8742,0.5182,0.43260000000000004,-1.6487,0.021199999999999997,-0.457,-1.7485,0.13800000000000012,NA,NA,NA,NA,0.16180000000000005,-2.208,0.1895,2.1334999999999997,-1.6021,-2.1935000000000002,-2.6601,-2.0912,0.1351,-1.572,0.5801000000000001,-0.6197999999999999,0.6845,0.7525999999999999,3.6623,2.0833,-2.3442,-1.4535,-1.6935000000000002,-2.4554,-0.6764,1.4833,-0.458,-1.1958,-1.5965999999999998,-1.3422,-1.8523999999999998,-0.5815,-3.6704,0.607,0.17909999999999998,-0.5936,0.029200000000000004,1.6486000000000003,1.4176999999999997,0.5286000000000001,-2.5492,NA,NA,NA,NA,NA,-2.0362999999999998,1.2795,0.02,-1.2361
NP_001339615.1_S973s _1_1_973_973,0.4282999999999999,0.1048,-2.4021999999999997,0.3032,-2.7075,0.46609999999999996,-0.9955,-0.15039999999999998,-2.4615,-0.5341,0.09850000000000003,-0.1409,-1.3059,-1.3968,-2.152,-2.0482,-0.48050000000000004,-1.1585,0.345,-1.2520000000000002,-0.8256,-1.7553,-0.9622999999999999,-1.1531,-1.3387,0.5759,0.34330000000000005,-1.1782,-1.058,-1.465,-1.5659,0.2662000000000002,0.36460000000000004,-2.7727,-1.1181,0.12179999999999991,-0.6382,-0.8854000000000001,0.9972000000000001,-1.4408999999999998,-1.3301,-1.1776,-1.4916,-2.8767,-0.3832,-1.2026999999999999,-2.2943,0.602,-1.7722,-3.1488,-3.1406,-2.6428,-0.395,-0.491,-1.5263,-3.4913,-1.9712,-2.8779,-1.2590999999999999,-0.9813,-2.1103,-3.5300000000000002,-1.5977,-0.7015,-1.2385000000000002,0.6970000000000001,-0.7315999999999999,-1.019,0.6736,1.3466999999999998,-1.1360999999999999,-1.6386,-2.7624,-0.9143,-1.759,-1.1224,0.4408000000000001,-1.0318,-2.0509,-2.5388,-1.2164000000000001,-1.1147,-1.0038999999999998,-2.7287,1.5832000000000002,-2.6816000000000004,-0.3756,-0.35900000000000004,-1.5789,-1.278,-0.8374,-2.394,0.7648999999999999,-0.5264,-0.004500000000000004,-0.2274,-1.3053000000000001,-3.3554999999999997,0.21650000000000003,-0.316,-1.1844999999999999
NP_001339615.1_T998t _1_0_997_998,3.9169,-3.4454000000000002,-0.9192,2.3649,-0.867,2.3875,-2.3411,-0.6782999999999999,0.7832999999999999,1.4381,1.3002,0.7063999999999999,-1.8967,0.5033,1.3431,-0.5361,-1.1832,-0.4216,1.8995,0.4955,1.2391999999999999,-0.17100000000000004,-1.3820999999999999,-1.8946,1.4531,-0.6533,-0.2445,1.4950999999999999,0.355,0.22620000000000007,0.1706,0.1222,-0.5489999999999999,0.8505,-0.524,0.1892,-1.442,-1.9456,1.4477,-0.7094999999999998,-1.2052,-0.7557,-0.004300000000000026,-0.8447,-2.833,-0.41600000000000015,-2.417,0.6944,1.5305,-1.317,-0.6077999999999999,-2.5037,-1.4745,0.2783,-1.0736,-0.3803,0.2097,-0.7839000000000003,-2.1487000000000003,-1.2548,-1.1059,0.6324,0.10160000000000013,0.97,-1.4157000000000002,-0.7614000000000001,0.7482,0.26750000000000007,4.1064,-0.023900000000000032,-0.40259999999999996,-0.8352999999999999,-0.4746999999999999,-1.5692,-2.2944,0.011300000000000004,0.30770000000000003,-0.22050000000000003,0.45420000000000005,0.19540000000000002,-2.1896,-0.06779999999999986,-1.0432000000000001,-1.4385,0.26370000000000005,0.3712,1.1477,-1.2077,-2.4271000000000003,-1.9295999999999998,-0.3278,-1.2596,0.7178999999999998,-1.1126,0.6728,1.3383,-0.6675999999999999,0.5985,-2.4834,-0.057699999999999974,-3.6216
NP_001339615.1_S1025s _1_1_1025_1025,2.4023000000000003,-2.5486,-0.12370000000000003,0.0917,-1.9712999999999998,0.6424000000000001,-1.3122,-0.19059999999999994,1.1848999999999998,0.496,-0.09330000000000001,-0.5296,-1.7140999999999997,-0.008700000000000041,-2.0819,-0.48750000000000004,NA,NA,NA,NA,1.5367000000000002,1.0045000000000002,-0.29090000000000016,-1.7779,0.3826,-0.4071,0.123,1.5426,0.37359999999999993,-0.6023,-1.7257,0.9782,4.3405,0.38039999999999996,-2.4645,-0.5928,1.0363,-3.1782,3.4524,NA,NA,NA,NA,-1.1712,-0.9567000000000001,-0.04899999999999993,-0.4401999999999997,2.1812,-0.6638999999999999,-3.4029000000000003,-2.5757000000000003,-1.1292,-0.12049999999999983,-0.9339999999999999,0.7869999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,1.403,2.246,1.1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0018000000000002,1.5924,-0.2419,0.03400000000000003,-1.3459999999999999,-0.6815,-0.5578000000000001,-0.9101999999999999,-1.7601
NP_001339615.1_S1052s _1_1_1052_1052,-0.10420000000000007,-0.12549999999999994,-0.6958,-2.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08679999999999999,-1.2685,1.0669,-2.0594,1.9445,-1.2225000000000001,-0.03330000000000011,-0.7659999999999999,-1.1110000000000002,2.3468999999999998,-0.7301,-2.0297,-2.6197,-2.3248,-3.3482000000000003,-1.21,4.0304,-1.4549,-1.5018,-1.5983,-0.5814,-2.077,-0.031100000000000017,0.15459999999999996,-1.0397,0.1959,-0.9462999999999999,-0.756,-1.6236000000000002,-2.1991,-0.9422,-1.3588,0.9459999999999997,0.08130000000000004,-6.7606,-3.602,-2.7984,-0.24520000000000008,-2.2679,-1.4247,-2.9227,-2.1309,-1.9652999999999998,-1.2025000000000001,-2.1221,-4.1108,-0.8379000000000001,0.034600000000000075,-4.8337,-1.842,-1.1006,-2.3938,1.1716,-0.09910000000000001,0.6771,-4.3579,-2.467,-3.749,-3.7152000000000003,-3.665,NA,NA,NA,NA,-2.5513,-0.22239999999999993,-0.7921999999999998,-4.7643,-1.8776,-1.9022,-0.022199999999999998,-3.3202,-3.9678,-1.5295,-0.5168999999999999,-3.0398,0.2642000000000002,-0.5655,-0.7585000000000001,-2.0758,-2.9000000000000004,0.6318999999999999,-3.0489,-2.3636999999999997,-2.7657000000000003
NP_001339615.1_S1074s_1_1_1074_1074,1.5279,-0.06600000000000006,0.6553000000000001,0.2658999999999999,-0.13739999999999997,0.2098,-1.9134,-1.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,-0.5765,-0.8382000000000001,-0.6009,-0.38040000000000007,0.2681000000000001,-0.055199999999999916,-0.9817,-0.7792,-0.747,-1.3909,0.6729999999999999,NA,NA,NA,NA,NA,NA,NA,0.05559999999999998,-0.31720000000000004,-1.2664,-0.8555000000000001,-0.8848,-1.7381000000000002,-2.4118,-0.17080000000000006,-0.49239999999999995,-0.6004,-0.6698999999999999,-0.6673,-1.6762000000000001,-0.7786000000000001,-1.3719000000000001,-0.14229999999999998,0.28390000000000004,-0.2509,1.9517,-1.4576,-1.9092,-1.1886,-1.1915,-1.2771,-0.6977999999999999,-0.41500000000000004,-0.2593,-1.3093000000000001,-0.124,0.9112999999999998,2.0198,-1.1247,-2.1592,-1.367,-1.3087,-2.3189,0.2721,-0.7641999999999999,-0.21810000000000007,-1.0574000000000001,-1.205,NA,NA,NA,NA,NA,NA,NA,NA,-1.3245,0.45289999999999997,-0.0087,-0.7526,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001339615.1_T1076t _1_0_1076_1077,NA,NA,NA,NA,-1.7177,0.5292,-1.5998999999999999,-0.0647,1.5683000000000002,-0.6301,-0.4387000000000001,0.10370000000000001,-1.0803,-0.7526,-1.1568,0.38280000000000003,-1.8533,0.4656,2.0904,-0.3787,NA,NA,NA,NA,-0.7279,-0.42910000000000004,-0.9710000000000001,0.23620000000000008,-0.2158,-1.885,0.9848,1.8336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9041,0.7222,0.3227,-0.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001339615.1_S1125s _1_1_1125_1125,2.0418,-0.8498000000000001,-0.08129999999999993,1.112,-1.1268,-4.7033,-2.6936,-2.219,1.3803,1.0748,-0.6091,1.2586,-0.38050000000000006,-3.1856,-1.7421,-1.1888999999999998,-4.967499999999999,0.4645,0.0126,-2.4395,-2.1021,0.6440000000000001,-3.2697000000000003,-1.8820000000000001,0.5243000000000001,-0.3778999999999999,-0.12039999999999995,-0.05459999999999998,-0.8366,-2.339,-1.3860999999999999,1.2386,NA,NA,NA,-0.09300000000000003,1.9857,-2.2151,-3.8042,0.0998,-0.6489,-1.2223,0.5883999999999999,-0.8266,-1.0153,-0.9059999999999999,-1.1058999999999999,NA,NA,NA,NA,-1.7247,-1.5591,-0.8512000000000001,-0.6824,-2.6136,0.026900000000000035,-0.7702,-1.8291,-1.6492,-0.5674000000000001,-1.9897999999999998,-0.9839,1.2781,-0.12140000000000006,1.4121,0.4115,-0.5177999999999999,1.7213999999999998,3.1226,0.8006,-0.7664,-2.1677,-1.4973,-0.7296,0.3851,-3.1345,0.3121999999999999,-0.26810000000000006,-0.2501,-0.7074,-0.5855,-1.9365,-1.1179999999999999,0.5154,1.1286,1.2826,0.5717,-0.34830000000000005,-1.0792,-0.08630000000000004,-1.5776000000000001,1.3883999999999999,0.3393999999999999,1.7105,1.2592,-2.0065,0.08550000000000002,-1.8893,-1.3952999999999998,-3.6456
NP_001339615.1_S86sS87s_2_2_86_87,NA,NA,NA,NA,NA,NA,NA,NA,-2.5072,-1.9498,-1.8571,-0.9725999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6880000000000001,-4.1073,-2.9711,-0.07889999999999997,NA,NA,NA,-4.2795,-3.499,-4.3664,-4.2224,-1.5267000000000002,-0.9419,-1.887,0.4663,-2.7928,-3.5285,-2.0711,-2.8996,NA,NA,NA,NA,NA,NA,NA,NA,-4.3138,-1.4325,-3.8747,-3.7476,-2.6764,-2.4807,-1.4727000000000001,-2.0016,-2.2766,-4.4083000000000006,-1.6388,-2.4135999999999997,-2.2386,-2.9618,-1.7794,-1.5297,-2.3968,-2.2236000000000002,-3.0388,-0.10670000000000002,-1.9828999999999999,-3.9047,-4.3338,-3.339,-4.0065,NA,NA,NA,NA,NA,NA,NA,NA,-2.7433,-3.5889,-3.3099999999999996,-4.4925,-3.0048000000000004,-1.5274,-1.7793999999999999,-3.136,-3.7738,-1.9129,-5.0131,-2.8825000000000003,-3.6688
NP_001339615.1_S373sS374s_2_2_373_374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3622,0.9704000000000002,1.5179999999999998,0.5515000000000001,-4.690099999999999,-1.637,-3.2525,-2.1879999999999997,-5.119,-0.4989,-4.6997,-4.499,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.8585,-3.4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9202,-3.8331,0.3701,-4.0159,0.1416,-2.2713,-3.1792000000000002,-0.9297000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058899999999999994,-0.04359999999999997,-0.6763,-1.2439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.474,-0.3820999999999999,0.07789999999999986,0.38429999999999986,NA,NA,NA,NA,NA
NP_001339615.1_S885sS886s_2_2_885_886,1.4182000000000001,-2.1877,-1.2712,-1.1163999999999998,2.4637000000000002,3.8806,-0.12819999999999998,-0.6401,2.2729000000000004,3.4669999999999996,-0.3914,2.202,-0.6940999999999999,1.1199,-0.6108,0.8587,NA,NA,NA,NA,NA,NA,NA,NA,1.7691999999999999,-2.6077,0.12400000000000003,1.5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9517,-2.7944,2.5751,-1.5621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17830000000000001,5.8014,1.0274,2.2461,NA,1.1505,0.7067999999999999,1.9214,-0.2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4409,-1.4222000000000001,-0.4619,0.2942,NA,NA,NA,NA,NA,1.37,2.3082,2.4365,-1.7419
NP_000573.1_S62s _1_1_62_62,1.5659999999999998,4.1961,2.3388,4.2454,1.6591999999999998,4.525,5.3012999999999995,5.1711,3.6957000000000004,-0.7705000000000002,5.941000000000001,2.6335,2.8009,4.0994,1.4162,0.17110000000000003,2.2453,3.6174,0.25340000000000007,2.7916,4.7831,-0.42730000000000024,1.8842999999999999,1.7753999999999999,0.7648000000000001,4.9938,0.8855,2.8247,2.048,3.5501,4.7487,1.5183,0.39969999999999994,3.2389,0.8796,6.4899000000000004,3.633,-0.02290000000000003,2.8839,5.5956,2.2035,4.8649000000000004,-2.957,5.6457999999999995,2.6542000000000003,-0.8858999999999995,4.2093,3.3862,3.9898000000000002,1.8906999999999998,0.18159999999999998,5.200699999999999,4.7327,1.5848,-0.15400000000000036,0.7127000000000001,1.3091,1.0666,4.1427,-0.8918000000000001,-0.21409999999999996,2.0664999999999996,3.6317,1.686,-0.1371,2.1424,0.5505000000000001,3.6073,6.7263,4.9236,-1.5581,3.8437,8.8872,0.19510000000000005,-0.06430000000000002,1.8168,0.08939999999999992,1.6368000000000003,0.8163,4.1912,4.327,0.6106000000000001,1.3836,2.5616,5.739,0.09779999999999989,1.2973,3.4532,3.1578,-0.8384,2.1847000000000003,2.3243,1.5777,-1.0332,-2.3126999999999995,5.13,4.5463000000000005,5.606,1.225,0.4423,0.7543
NP_001035147.1_S27s_1_0_24_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2278,6.0959,3.7135,-0.1922000000000006,NA,NA,NA,NA,5.2989999999999995,-3.4210000000000003,1.5304000000000002,2.6753,2.919,6.2463,1.1695000000000002,4.5358,NA,NA,NA,NA,3.2754,3.6642,1.1185,7.9030000000000005,5.9106000000000005,0.28070000000000017,10.5931,NA,NA,NA,NA,4.6024,1.2608000000000001,-3.1748000000000003,12.0047,NA,NA,NA,NA,NA,NA,NA,NA,1.7310999999999999,1.3688999999999998,6.6736,7.2015,NA,NA,NA,NA,NA,NA,NA,NA,0.6741000000000001,7.1697999999999995,4.2562,-1.7554000000000003,NA,0.7253000000000001,5.6462,-1.8878,0.1038,NA,NA,NA,NA,6.9173,NA,2.5930999999999997,4.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001035147.1_S62s _1_0_62_63,4.3004,3.9473000000000003,3.4463000000000004,6.043200000000001,6.449199999999999,0.4921,3.0347999999999997,5.1982,4.321,1.2858,5.9386,3.8861999999999997,6.0611,6.0538,4.5497,1.5015999999999998,4.5253,7.5215,0.7694000000000001,4.2745,6.1569,-1.9129999999999998,2.3268,3.9864,3.7878,4.2439,0.6884000000000001,6.6271,7.6949,7.5686,5.7818000000000005,6.5931999999999995,3.4999000000000002,4.6331,2.7938,3.6677,4.7412,-0.40149999999999997,2.3406,6.7568,6.3083,4.0292,-0.41480000000000006,6.9289000000000005,2.4798,-0.07040000000000024,8.0536,2.8621,4.3894,2.7291999999999996,-0.4988999999999999,3.6879999999999997,6.7271,2.9516999999999998,0.903,3.9204,5.0636,5.3541,6.6864,1.3603999999999998,0.9507,6.4878,6.3307,6.597899999999999,4.9249,6.2985,2.8148,6.321899999999999,6.8248999999999995,6.454400000000001,-0.5892,1.9773000000000005,8.6589,2.9783,-0.6949000000000001,5.2286,2.5372000000000003,1.5059999999999993,3.0721,8.046100000000001,5.8111999999999995,1.2293,3.2635,7.3929,5.7242,1.6519000000000004,0.3285,2.9037,3.3533,4.6968,2.7062,5.1617,1.0921000000000003,-0.7164999999999999,-0.4203999999999999,9.5028,5.1597,5.6434,4.4001,0.12340000000000018,0.8355
NP_001035147.1_S76s _1_1_76_76,NA,NA,NA,NA,NA,NA,NA,NA,4.3454,0.9685000000000006,5.2733,3.3073000000000006,2.6039000000000003,4.3584,-0.25860000000000005,0.023199999999999887,3.5439,3.3451,0.6260999999999999,4.2508,3.596,-3.8893999999999997,0.044500000000000005,-0.1111,2.4558999999999997,4.1852,1.2177,4.5092,4.3514,4.3344,3.8518999999999997,1.7395,5.1640999999999995,5.4379,2.7407,7.3118,5.236700000000001,1.5062,1.5125,4.5836,2.7095000000000002,3.9770000000000003,-0.6738999999999997,3.5678,1.4994,-0.6775000000000002,4.3006,6.1983999999999995,4.8332,4.1209,1.1366000000000005,NA,7.4717,2.7809,1.9301000000000004,3.5004999999999997,1.839,4.5926,6.7943,1.1625,2.9289,3.4802,6.4116,6.2324,4.4124,6.5578,1.7958999999999996,NA,8.4084,7.5905000000000005,-1.6829,2.8771,NA,NA,NA,NA,1.6376000000000004,1.6428000000000003,3.036,6.058199999999999,5.7997,1.1352,5.1423000000000005,6.1528,8.012599999999999,1.6221000000000005,NA,6.5154,3.9587,0.22650000000000015,1.7742,2.7024999999999997,NA,NA,NA,NA,NA,1.5695,3.6326,-1.2554,0.6113999999999999
NP_001035147.1_S195s _1_1_195_195,3.4049,1.3221999999999998,1.4316000000000002,1.8920000000000001,6.485200000000001,0.5642,2.7116,4.2035,4.7837,-1.1991,3.3001,3.4928,4.3664000000000005,4.8315,4.3087,-1.0164,2.9232,7.236700000000001,4.077,2.2262,5.5228,-0.36050000000000004,2.8861,4.301399999999999,3.3587,2.2431,0.33740000000000003,4.9008,6.037699999999999,3.544,5.0388,4.7983,3.3982,6.8616,3.0828,4.7056,5.9477,0.14440000000000008,0.8052,5.152200000000001,2.2204,3.8426,-1.4226,6.3001000000000005,1.6888,-1.7605,3.7573,2.3049,5.5837,1.6800000000000006,-0.3304,2.6167,3.3285,1.5012,1.1463999999999999,0.9181999999999999,1.9234,4.1944,3.4231999999999996,3.7594000000000003,0.9327000000000001,3.0301,5.8294999999999995,2.4621,1.6058,5.5600000000000005,1.5371000000000001,2.5444,4.2623,1.4737,-0.41159999999999997,-1.3746,7.1552,1.1414,0.3831,1.1098,0.6515,-0.5211999999999999,-0.6139999999999999,4.749,2.987,-2.4045,0.49340000000000006,2.9914,6.9325,-0.3281999999999998,0.6732,1.5761999999999998,0.10119999999999996,-0.9267999999999998,-2.0185999999999997,0.8156,0.24109999999999987,-1.8738000000000006,-2.0824,5.387600000000001,5.4761,4.0974,5.74,0.04369999999999985,1.8875
NP_001035147.1_S215s _1_1_215_215,4.2719000000000005,3.6104000000000003,2.5344999999999995,4.7474,4.452,-0.2044999999999999,3.89,2.9858000000000002,6.3937,1.7469000000000001,5.856,6.091200000000001,3.8024999999999998,2.5014000000000003,3.2118,1.1401999999999999,2.2553,7.8605,2.8676,4.8171,3.3388999999999998,-0.5044,0.7265999999999999,1.093,1.9879000000000002,2.5747999999999998,-0.541,2.7502,5.6287,3.544,6.5537,4.9276,-0.2829,4.6269,1.3713,3.9946,7.554600000000001,1.1195000000000002,1.293,4.4224,1.5548,1.2646,0.7575000000000001,10.499,3.4729,-2.3481000000000005,6.9215,2.9722,1.7709000000000001,1.3141,0.37539999999999996,1.2795999999999998,2.9572,1.7764000000000002,0.7995000000000001,1.2065000000000001,0.9193,3.4229000000000003,3.5848999999999998,3.2015000000000002,1.1362,4.7478,6.4787,9.701,NA,10.474,4.8629999999999995,3.9686,7.3064,5.495900000000001,-1.5922,-1.1393000000000004,5.7821,0.16510000000000002,-0.42080000000000006,1.3151,3.5873,2.7514000000000003,3.7772,9.2906,3.3367,0.26869999999999994,-1.1261999999999999,2.2593,4.6091,0.2831999999999999,2.47,1.9093,3.3051,3.7537000000000003,2.8520000000000003,4.0053,-1.3216000000000006,-1.7164000000000001,-1.7387000000000001,3.2432,3.4726,4.5706999999999995,1.1217,0.7464,0.0744
NP_001035147.1_S219s _1_1_219_219,3.5347,2.3936,1.9051,3.2537000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1203000000000003,5.9085,2.9280000000000004,4.4691,2.8804999999999996,0.37280000000000024,1.1105,2.8552999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0719,6.7061,-0.6186,-1.7971,NA,NA,NA,NA,6.3294,0.8008000000000001,0.06579999999999986,2.4118,NA,NA,NA,NA,3.7417,5.7588,3.6087000000000002,3.1701000000000006,NA,NA,NA,NA,NA,NA,2.7592999999999996,5.5548,4.9471,1.7888000000000002,4.7695,3.1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001035147.1_S224s _1_1_224_224,3.9698,2.4564,0.45840000000000014,4.7859,6.0295000000000005,2.0828,3.0651,2.4041,1.4126999999999998,0.06659999999999977,0.47330000000000005,2.3556,NA,NA,NA,NA,2.1211,4.6784,2.0944000000000003,2.8486000000000002,6.2829,-1.8477000000000006,4.2123,4.5568,7.7769,7.7449,NA,7.547,4.2927,3.5887000000000002,3.5592,2.0221999999999998,NA,NA,NA,5.629300000000001,4.4207,0.9445999999999999,2.4547,6.3861,2.9243,3.5709999999999997,-0.4982,6.1038,1.4659999999999997,-1.6061,3.4610000000000003,1.7507000000000001,5.2355,3.7075000000000005,2.5852,NA,NA,NA,NA,NA,NA,NA,NA,1.9216000000000002,2.2002,5.2574000000000005,5.168900000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6126000000000005,0.32210000000000005,0.9517,4.4121,NA,NA,NA,NA,4.901400000000001,0.3414999999999999,2.4348,4.7328,7.1022,2.5492999999999997,2.9312,2.747,NA,0.6508000000000003,1.7035999999999998,5.157699999999999,NA,NA,NA,NA,NA,5.255199999999999,3.1054,-1.0498,0.7767000000000001
